File,Original_Tier_Name,New_Tier_Name
anm_20151123_Solhring_PO_Mithun.eaf,translation,ft@Solhring
anm_20151123_Solhring_PO_Mithun.eaf,gloss,gl@Solhring
anm_20151123_Solhring_PO_Mithun.eaf,morph_an,mb@Solhring
anm_20151123_Solhring_PO_Mithun.eaf,text,tx@Solhring
anm_20151202_PO_Anthung_2_Folkstory.eaf,English,ft@Anthung
anm_20151202_PO_Anthung_2_Folkstory.eaf,Anal,tx@Anthung
anm_20151216_10_Ngahring_WB_proverbs1.eaf,English,ft@Ngahring
anm_20151216_10_Ngahring_WB_proverbs1.eaf,Anal text,tx@Ngahring
anm_20151216_10_Ngahring_WB_riddles.eaf,English,ft@Ngahring
anm_20151216_10_Ngahring_WB_riddles.eaf,Anal text,tx@Ngahring
anm_20152111_Ngahring_PO_55.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_PO_55.eaf,text,tx@Ngahring
anm_20152111_Ngahring_PO_56.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_PO_56.eaf,text,tx@Ngahring
anm_20152111_Ngahring_PO_61.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_PO_61.eaf,text,tx@Ngahring
anm_20152111_Ngahring_WB_dead_woman_and_her_children.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_WB_dead_woman_and_her_children.eaf,default,tx@Ngahring
anm_20152111_Ngahring_WB_frog_and_jackal.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_WB_frog_and_jackal.eaf,default,tx@Ngahring
anm_20152111_Ngahring_folkfore_60.eaf,translation,ft@Ngahring
anm_20152111_Ngahring_folkfore_60.eaf,text,tx@Ngahring
anm_20160215_Mothe_PO_1_folk_story.eaf,Speaker 1 English,ft@Mothe
anm_20160215_Mothe_PO_1_folk_story.eaf,Speaker 2 English,ft@unknown1
anm_20160215_Mothe_PO_1_folk_story.eaf,Speaker 3 English,ft@unknown2
anm_20160215_Mothe_PO_1_folk_story.eaf,Speaker 1 Anal,tx@Mothe
anm_20160215_Mothe_PO_1_folk_story.eaf,speaker 2 Anal,tx@unknown1
anm_20160215_Mothe_PO_1_folk_story.eaf,Speaker 3 Anal,tx@unknown2
anm_20160220_Mohtung_PO_15.eaf,translation,ft@Mohtung
anm_20160220_Mohtung_PO_15.eaf,text,tx@Mohtung
anm_20160220_Mohtung_PO_2.eaf,translation,ft@Mohtung
anm_20160220_Mohtung_PO_2.eaf,text,tx@Mohtung
anm_20160220_Mohtung_PO_3.eaf,translation,ft@Mohtung
anm_20160220_Mohtung_PO_3.eaf,text,tx@Mohtung
anm_20160220_Mohtung_PO_8.eaf,translation,ft@Mohtung
anm_20160220_Mohtung_PO_8.eaf,text,tx@Mohtung
anm_20160220_Ngahring_Folkflore_53.eaf,translation,ft@Ngahring
