File,Original_Tier_Name,New_Tier_Name
2004ERGstoryWA31_1.eaf,%ENG@A33,ft@A33
2004ERGstoryWA31_1.eaf,%ENG@C03,ft@C03
2004ERGstoryWA31_1.eaf,%ENG@C04,ft@C04
2004ERGstoryWA31_1.eaf,%ENG@COS,ft@COS
2004ERGstoryWA31_1.eaf,%ENG@A31,ft@WA31
2004ERGstoryWA31_1.eaf,*A33,tx@A33
2004ERGstoryWA31_1.eaf,*C03,tx@C03
2004ERGstoryWA31_1.eaf,*C04,tx@C04
2004ERGstoryWA31_1.eaf,*COS,tx@COS
2004ERGstoryWA31_1.eaf,*A31,tx@WA31
2004ERGstoryWA31_2.eaf,%ENG@A33,ft@A33
2004ERGstoryWA31_2.eaf,%ENG@C03,ft@C03
2004ERGstoryWA31_2.eaf,%ENG@A31,ft@WA31
2004ERGstoryWA31_2.eaf,%ENG@XXX,ft@XXX
2004ERGstoryWA31_2.eaf,*A33,tx@A33
2004ERGstoryWA31_2.eaf,*C03,tx@C03
2004ERGstoryWA31_2.eaf,*A31,tx@WA31
2004ERGstoryWA31_2.eaf,*XXX,tx@XXX
2004ERGstoryWA31_3.eaf,%ENG@A33,ft@A33
2004ERGstoryWA31_3.eaf,%ENG@C03,ft@C03
2004ERGstoryWA31_3.eaf,%ENG@COS,ft@COS
2004ERGstoryWA31_3.eaf,%ENG@A31,ft@WA31
2004ERGstoryWA31_3.eaf,%ENG@xxx,ft@xxx
2004ERGstoryWA31_3.eaf,*A33,tx@A33
2004ERGstoryWA31_3.eaf,*C03,tx@C03
2004ERGstoryWA31_3.eaf,*COS,tx@COS
2004ERGstoryWA31_3.eaf,*A31,tx@WA31
2004ERGstoryWA31_3.eaf,*xxx,tx@xxx
2004ERGstoryWA37_1.eaf,%ENG@A40,ft@A40
2004ERGstoryWA37_1.eaf,%ENG@COS,ft@COS
2004ERGstoryWA37_1.eaf,%ENG@A37,ft@WA37
2004ERGstoryWA37_1.eaf,%ENG@XXX,ft@XXX
2004ERGstoryWA37_1.eaf,*A40,tx@A40
2004ERGstoryWA37_1.eaf,*COS,tx@COS
2004ERGstoryWA37_1.eaf,*A37,tx@WA37
2004ERGstoryWA37_1.eaf,*XXX,tx@XXX
2004ERGstoryWA37_2.eaf,%ENG@A40,ft@A40
2004ERGstoryWA37_2.eaf,%ENG@COS,ft@COS
2004ERGstoryWA37_2.eaf,%ENG@A37,ft@WA37
2004ERGstoryWA37_2.eaf,*A40,tx@A40
2004ERGstoryWA37_2.eaf,*COS,tx@COS
2004ERGstoryWA37_2.eaf,*A37,tx@WA37
2004ERGstoryWA37_3.eaf,%ENG@A40,ft@A40
2004ERGstoryWA37_3.eaf,%ENG@A37,ft@WA37
2004ERGstoryWA37_3.eaf,*A40,tx@A40
2004ERGstoryWA37_3.eaf,*A37,tx@WA37
2004ERGstoryWA41_3.eaf,%ENG@A41,ft@WA41
2004ERGstoryWA41_3.eaf,*A41,tx@WA41
2004_ERGstoryWA42_1.eaf,Eng,ft@WA42
2004_ERGstoryWA42_1.eaf,A42,tx@WA42
2004_ERGstoryWA42_2.eaf,Eng,ft@1
2004_ERGstoryWA42_2.eaf,default,tx@1
2004_ERGstoryWA42_3.eaf,Eng,ft@WA42
2004_ERGstoryWA42_3.eaf,A42,tx@WA42
2005ERGstoryWA32_2.eaf,Eng2,ft@A27
2005ERGstoryWA32_2.eaf,Eng,ft@WA32
2005ERGstoryWA32_2.eaf,*A27,tx@A27
2005ERGstoryWA32_2.eaf,*A32,tx@WA32
2005ERGstoryWA32_3.eaf,Eng2,ft@A27
2005ERGstoryWA32_3.eaf,Eng,ft@WA32
2005ERGstoryWA32_3.eaf,*A27,tx@A27
2005ERGstoryWA32_3.eaf,*A32,tx@WA32
2005ERGstoryWA40_3.eaf,Eng,ft@WA40
2005ERGstoryWA40_3.eaf,*A40,tx@WA40
2005ERGstoryWA41_3.eaf,Eng,ft@WA41
2005ERGstoryWA41_3.eaf,*WA41,tx@WA41
2010ERGstoryNWA01.eaf,Eng,ft@NWA01
2010ERGstoryNWA01.eaf,Transcript,tx@NWA01
2010ERGstoryNWA02.eaf,%ENG@N02,ft@NWA02
2010ERGstoryNWA02.eaf,*N02,tx@NWA02
2010ERGstoryNWA03.eaf,%ENG@ADU,ft@ADU
2010ERGstoryNWA03.eaf,%ENG@N03,ft@N03
2010ERGstoryNWA03.eaf,*ADU,tx@ADU
2010ERGstoryNWA03.eaf,*N03,tx@N03
2010ERGstoryNWA04.eaf,Eng Glos,ft@NWA04
2010ERGstoryNWA04.eaf,Transcription,tx@NWA04
2010ERGstoryNWA08.eaf,Eng Glos,ft@NWA08
2010ERGstoryNWA08.eaf,Transcription,tx@NWA08
2010ERGstoryNWA10.eaf,enggloss,ft@NWA10
2010ERGstoryNWA10.eaf,transCOS,tx@2
2010ERGstoryNWA10.eaf,transADU,tx@NWA10
2010ERGstoryWWA02.eaf,enggloss,ft@WWA02
2010ERGstoryWWA02.eaf,transADU,tx@WWA02
2010ERGstoryWWA04.eaf,enggloss,ft@WWA04
2010ERGstoryWWA04.eaf,transCOS,tx@2
2010ERGstoryWWA04.eaf,transADU,tx@WWA04
2010ERGstoryWWA05.eaf,enggloss,ft@WWA05
2010ERGstoryWWA05.eaf,transCOS,tx@2
2010ERGstoryWWA05.eaf,transADU,tx@WWA05
2010ERGstoryWWA06.eaf,enggloss,ft@WWA06
2010ERGstoryWWA06.eaf,transCOS,tx@2
2010ERGstoryWWA06.eaf,transADU,tx@WWA06
2010ERGstoryYWA01.eaf,*ENG,ft@YWA01
2010ERGstoryYWA01.eaf,*ADU,tx@YWA01
2010ERGstoryYWA02.eaf,%ENG@ADU,ft@YWA02
2010ERGstoryYWA02.eaf,*ADU,tx@YWA02
2010ERGstoryYWA03.eaf,%ENG@ADU,ft@YWA03
2010ERGstoryYWA03.eaf,*ADU,tx@YWA03
2010ERGstoryYWA04.eaf,Eng Glos,ft@YWA04
2010ERGstoryYWA04.eaf,Transcript,tx@YWA04
ERGstoryWA29_1.eaf,Eng,ft@WA29
ERGstoryWA29_1.eaf,*A29,tx@WA29
ERGstoryWA29_2.eaf,Eng,ft@WA29
ERGstoryWA29_2.eaf,*A29,tx@WA29
ERGstoryWA29_3.eaf,Eng,ft@WA29
ERGstoryWA29_3.eaf,*A29,tx@WA29
ERGstoryWA32_1.eaf,Eng2,ft@A27
ERGstoryWA32_1.eaf,Eng,ft@WA32
ERGstoryWA32_1.eaf,*A27,tx@A27
ERGstoryWA32_1.eaf,*A32,tx@WA32
